1: 0.020930232558139535
4: 0.020930232558139535
7: 0.023255813953488372
10: 0.023255813953488372
13: 0.023255813953488372
16: 0.023255813953488372
19: 0.023255813953488372
22: 0.011627906976744186
25: 0.020930232558139535
28: 0.023255813953488372
31: 0.023255813953488372
34: 0.023255813953488372
37: 0.023255813953488372
40: 0.013953488372093023
43: 0.002325581395348837
46: 0.023255813953488372
49: 0.023255813953488372
52: 0.023255813953488372
55: 0.023255813953488372
58: 0.023255813953488372
61: 0.023255813953488372
64: 0.023255813953488372
67: 0.023255813953488372
70: 0.023255813953488372
73: 0.023255813953488372
76: 0.018604651162790697
79: 0.023255813953488372
82: 0.023255813953488372
85: 0.023255813953488372
88: 0.023255813953488372
91: 0.023255813953488372
94: 0.018604651162790697
97: 0.023255813953488372
100: 0.023255813953488372
103: 0.023255813953488372
106: 0.023255813953488372
109: 0.023255813953488372
112: 0.020930232558139535
115: 0.023255813953488372
118: 0.023255813953488372
121: 0.023255813953488372
124: 0.023255813953488372
127: 0.023255813953488372
44: 0.020930232558139535
77: 0.004651162790697674
23: 0.002325581395348837
95: 0.004651162790697674
5: 0.002325581395348837
113: 0.002325581395348837
2: 0.002325581395348837
24: 0.009302325581395349
41: 0.002325581395348837
42: 0.0069767441860465115
26: 0.002325581395348837
